Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Keskituulen nopeus [m/s]
Vaasa Klemettilä,2024,10,24,13:00,3.2
Vaasa Klemettilä,2024,10,24,14:00,3.2
Vaasa Klemettilä,2024,10,24,15:00,3.2
Vaasa Klemettilä,2024,10,24,16:00,3.3
Vaasa Klemettilä,2024,10,24,17:00,2.5
Vaasa Klemettilä,2024,10,25,00:00,2.2
Vaasa Klemettilä,2024,10,25,01:00,2.4
Vaasa Klemettilä,2024,10,25,02:00,3.8
Vaasa Klemettilä,2024,10,25,03:00,4.2
Vaasa Klemettilä,2024,10,25,04:00,4.5
Vaasa Klemettilä,2024,10,25,05:00,4.1
Vaasa Klemettilä,2024,10,25,06:00,3.5
Vaasa Klemettilä,2024,10,25,07:00,4
Vaasa Klemettilä,2024,10,25,08:00,5.3
Vaasa Klemettilä,2024,10,25,09:00,5.3
Vaasa Klemettilä,2024,10,25,10:00,5
Vaasa Klemettilä,2024,10,25,11:00,5
Vaasa Klemettilä,2024,10,25,12:00,4.7
Vaasa Klemettilä,2024,10,25,13:00,4.9
Vaasa Klemettilä,2024,10,25,14:00,4.9
Vaasa Klemettilä,2024,10,25,15:00,6.1
Vaasa Klemettilä,2024,10,25,17:00,5.4
Vaasa Klemettilä,2024,10,25,18:00,5.5
Vaasa Klemettilä,2024,10,25,19:00,4.7
Vaasa Klemettilä,2024,10,25,20:00,3.9
Vaasa Klemettilä,2024,10,25,21:00,3.5
Vaasa Klemettilä,2024,10,25,22:00,3.6
Vaasa Klemettilä,2024,10,25,23:00,3.5
Vaasa Klemettilä,2024,10,26,00:00,4.8
Vaasa Klemettilä,2024,10,26,01:00,4.9
Vaasa Klemettilä,2024,10,26,02:00,3.7
Vaasa Klemettilä,2024,10,26,03:00,3
Vaasa Klemettilä,2024,10,26,04:00,2.9
Vaasa Klemettilä,2024,10,26,05:00,2.5
Vaasa Klemettilä,2024,10,26,06:00,1.5
Vaasa Klemettilä,2024,10,26,07:00,1.1
Vaasa Klemettilä,2024,10,26,08:00,2.2
Vaasa Klemettilä,2024,10,26,09:00,2.4
Vaasa Klemettilä,2024,10,26,10:00,1.8
Vaasa Klemettilä,2024,10,26,11:00,1.2
Vaasa Klemettilä,2024,10,26,12:00,0.9
Vaasa Klemettilä,2024,10,26,13:00,1
Vaasa Klemettilä,2024,10,26,14:00,1.6
Vaasa Klemettilä,2024,10,26,15:00,3
Vaasa Klemettilä,2024,10,26,16:00,2.4
Vaasa Klemettilä,2024,10,26,18:00,2.3
Vaasa Klemettilä,2024,10,26,19:00,2.5
Vaasa Klemettilä,2024,10,26,20:00,3.6
Vaasa Klemettilä,2024,10,26,21:00,3.6
Vaasa Klemettilä,2024,10,26,22:00,4.3
Vaasa Klemettilä,2024,10,26,23:00,3.7
Vaasa Klemettilä,2024,10,27,00:00,4.8
Vaasa Klemettilä,2024,10,27,01:00,4.7
Vaasa Klemettilä,2024,10,27,02:00,4.3
Vaasa Klemettilä,2024,10,27,03:00,4.3
Vaasa Klemettilä,2024,10,27,03:00,4.1
Vaasa Klemettilä,2024,10,27,04:00,3.6
Vaasa Klemettilä,2024,10,27,05:00,4.9
Vaasa Klemettilä,2024,10,27,06:00,5.4
Vaasa Klemettilä,2024,10,27,07:00,5.4
Vaasa Klemettilä,2024,10,27,08:00,6.1
Vaasa Klemettilä,2024,10,27,09:00,7.1
Vaasa Klemettilä,2024,10,27,10:00,7.2
Vaasa Klemettilä,2024,10,27,11:00,7.1
Vaasa Klemettilä,2024,10,27,12:00,6.9
Vaasa Klemettilä,2024,10,27,13:00,6.4
Vaasa Klemettilä,2024,10,27,14:00,6.4
Vaasa Klemettilä,2024,10,27,15:00,6.9
Vaasa Klemettilä,2024,10,27,16:00,7.9
Vaasa Klemettilä,2024,10,27,17:00,8.3
Vaasa Klemettilä,2024,10,27,18:00,8.9
Vaasa Klemettilä,2024,10,27,19:00,8.7
Vaasa Klemettilä,2024,10,27,20:00,8.2
Vaasa Klemettilä,2024,10,27,21:00,7.5
Vaasa Klemettilä,2024,10,27,22:00,5.7
Vaasa Klemettilä,2024,10,28,00:00,5.7
Vaasa Klemettilä,2024,10,28,01:00,5.9
Vaasa Klemettilä,2024,10,28,02:00,6.1
Vaasa Klemettilä,2024,10,28,03:00,7.1
Vaasa Klemettilä,2024,10,28,04:00,6.6
Vaasa Klemettilä,2024,10,28,05:00,6.9
Vaasa Klemettilä,2024,10,28,06:00,7.8
Vaasa Klemettilä,2024,10,28,07:00,5.9
Vaasa Klemettilä,2024,10,28,08:00,6.3
Vaasa Klemettilä,2024,10,28,09:00,7.2
Vaasa Klemettilä,2024,10,28,10:00,7.6
Vaasa Klemettilä,2024,10,28,11:00,7.3
Vaasa Klemettilä,2024,10,28,12:00,8.3
Vaasa Klemettilä,2024,10,28,13:00,8.3
Vaasa Klemettilä,2024,10,28,14:00,8.3
Vaasa Klemettilä,2024,10,28,15:00,8.1
Vaasa Klemettilä,2024,10,28,16:00,8.5
Vaasa Klemettilä,2024,10,28,17:00,7.3
Vaasa Klemettilä,2024,10,28,18:00,6.1
Vaasa Klemettilä,2024,10,28,19:00,5.4
Vaasa Klemettilä,2024,10,28,20:00,5.2
Vaasa Klemettilä,2024,10,28,21:00,4.8
Vaasa Klemettilä,2024,10,28,22:00,4.3
Vaasa Klemettilä,2024,10,28,23:00,4.1
Vaasa Klemettilä,2024,10,29,00:00,4.8
Vaasa Klemettilä,2024,10,29,01:00,5.8
Vaasa Klemettilä,2024,10,29,02:00,5.6
Vaasa Klemettilä,2024,10,29,03:00,5.9
Vaasa Klemettilä,2024,10,29,04:00,5.9
Vaasa Klemettilä,2024,10,29,06:00,4.9
Vaasa Klemettilä,2024,10,29,07:00,4.4
Vaasa Klemettilä,2024,10,29,08:00,3.4
Vaasa Klemettilä,2024,10,29,09:00,3.8
Vaasa Klemettilä,2024,10,29,10:00,4.8
Vaasa Klemettilä,2024,10,29,11:00,5
Vaasa Klemettilä,2024,10,29,12:00,5.7
Vaasa Klemettilä,2024,10,29,13:00,6.4
Vaasa Klemettilä,2024,10,29,14:00,5.3
Vaasa Klemettilä,2024,10,29,15:00,5.1
Vaasa Klemettilä,2024,10,29,16:00,6.1
Vaasa Klemettilä,2024,10,29,17:00,5.7
Vaasa Klemettilä,2024,10,29,18:00,5.7
Vaasa Klemettilä,2024,10,29,19:00,6.5
Vaasa Klemettilä,2024,10,29,20:00,7.4
Vaasa Klemettilä,2024,10,29,21:00,7.2
Vaasa Klemettilä,2024,10,29,22:00,5.6
Vaasa Klemettilä,2024,10,29,23:00,6.4
Vaasa Klemettilä,2024,10,30,00:00,7
Vaasa Klemettilä,2024,10,30,01:00,6.9
Vaasa Klemettilä,2024,10,30,02:00,6.2
Vaasa Klemettilä,2024,10,30,03:00,6
Vaasa Klemettilä,2024,10,30,04:00,6.9
Vaasa Klemettilä,2024,10,30,05:00,7.5
Vaasa Klemettilä,2024,10,30,06:00,8.5
Vaasa Klemettilä,2024,10,30,07:00,8.2
Vaasa Klemettilä,2024,10,30,08:00,8.4
Vaasa Klemettilä,2024,10,30,09:00,7.6
Vaasa Klemettilä,2024,10,30,10:00,7.4
Vaasa Klemettilä,2024,10,30,11:00,8.2
Vaasa Klemettilä,2024,10,30,12:00,8.3
Vaasa Klemettilä,2024,10,30,13:00,9.6
Vaasa Klemettilä,2024,10,30,14:00,7.9
Vaasa Klemettilä,2024,10,31,00:00,3.3
Vaasa Klemettilä,2024,10,31,01:00,3.3
Vaasa Klemettilä,2024,10,31,02:00,4.3
Vaasa Klemettilä,2024,10,31,12:00,2.1
Vaasa Klemettilä,2024,10,31,13:00,2.1
Vaasa Klemettilä,2024,10,31,14:00,1.7
Vaasa Klemettilä,2024,10,31,15:00,2.2
Vaasa Klemettilä,2024,10,31,16:00,1.6
Vaasa Klemettilä,2024,10,31,17:00,2.4
Vaasa Klemettilä,2024,10,31,18:00,2.1
Vaasa Klemettilä,2024,10,31,19:00,2.8
Vaasa Klemettilä,2024,10,31,21:00,2.8
Vaasa Klemettilä,2024,10,31,22:00,3
Vaasa Klemettilä,2024,10,31,23:00,3
Vaasa Klemettilä,2024,11,1,00:00,2.6
Vaasa Klemettilä,2024,11,1,01:00,2.6
Vaasa Klemettilä,2024,11,1,02:00,2.6
Vaasa Klemettilä,2024,11,1,03:00,3.1
Vaasa Klemettilä,2024,11,1,04:00,3.2
Vaasa Klemettilä,2024,11,1,05:00,3.3
Vaasa Klemettilä,2024,11,1,06:00,2.9
Vaasa Klemettilä,2024,11,1,07:00,2.8
Vaasa Klemettilä,2024,11,1,12:00,2.8
Vaasa Klemettilä,2024,11,2,00:00,8
Vaasa Klemettilä,2024,11,2,07:00,8
Vaasa Klemettilä,2024,11,2,08:00,7.4
Vaasa Klemettilä,2024,11,2,09:00,8
Vaasa Klemettilä,2024,11,2,12:00,8.2
Vaasa Klemettilä,2024,11,2,13:00,8.2
Vaasa Klemettilä,2024,11,3,00:00,1.8
Vaasa Klemettilä,2024,11,3,09:00,1.8
Vaasa Klemettilä,2024,11,3,11:00,2.6
Vaasa Klemettilä,2024,11,3,12:00,2.3
Vaasa Klemettilä,2024,11,3,13:00,1.4
Vaasa Klemettilä,2024,11,3,14:00,2
Vaasa Klemettilä,2024,11,4,12:00,2.5
Vaasa Klemettilä,2024,11,4,13:00,3.5
Vaasa Klemettilä,2024,11,4,18:00,3
Vaasa Klemettilä,2024,11,4,19:00,3
Vaasa Klemettilä,2024,11,4,20:00,2.4
Vaasa Klemettilä,2024,11,4,21:00,3.5
Vaasa Klemettilä,2024,11,4,22:00,4
Vaasa Klemettilä,2024,11,4,23:00,4.3
Vaasa Klemettilä,2024,11,5,00:00,4.5
Vaasa Klemettilä,2024,11,5,01:00,2.9
Vaasa Klemettilä,2024,11,5,02:00,2.3
Vaasa Klemettilä,2024,11,5,04:00,2.9
Vaasa Klemettilä,2024,11,5,05:00,3.4
Vaasa Klemettilä,2024,11,5,12:00,3.4
Vaasa Klemettilä,2024,11,6,00:00,3.3
Vaasa Klemettilä,2024,11,6,06:00,3.3
Vaasa Klemettilä,2024,11,6,07:00,2.6
Vaasa Klemettilä,2024,11,6,08:00,2.4
Vaasa Klemettilä,2024,11,6,10:00,2.5
Vaasa Klemettilä,2024,11,6,12:00,1.8
Vaasa Klemettilä,2024,11,6,16:00,3.1
Vaasa Klemettilä,2024,11,6,17:00,2.8
Vaasa Klemettilä,2024,11,6,18:00,2.8
Vaasa Klemettilä,2024,11,6,22:00,3.3
Vaasa Klemettilä,2024,11,7,00:00,3.1
Vaasa Klemettilä,2024,11,7,02:00,3.1
Vaasa Klemettilä,2024,11,7,04:00,3.1
Vaasa Klemettilä,2024,11,7,05:00,2.8
Vaasa Klemettilä,2024,11,7,08:00,2.9
Vaasa Klemettilä,2024,11,7,12:00,2.9
Vaasa Klemettilä,2024,11,8,00:00,3.2
Vaasa Klemettilä,2024,11,8,02:00,3.2
Vaasa Klemettilä,2024,11,8,03:00,2.5
Vaasa Klemettilä,2024,11,8,04:00,2.7
Vaasa Klemettilä,2024,11,8,05:00,3.4
Vaasa Klemettilä,2024,11,8,06:00,3.8
Vaasa Klemettilä,2024,11,8,07:00,3.9
Vaasa Klemettilä,2024,11,8,08:00,4.3
Vaasa Klemettilä,2024,11,8,10:00,4.5
Vaasa Klemettilä,2024,11,8,11:00,4.8
Vaasa Klemettilä,2024,11,8,12:00,4.1
Vaasa Klemettilä,2024,11,8,13:00,4
Vaasa Klemettilä,2024,11,8,14:00,5
Vaasa Klemettilä,2024,11,8,15:00,5
Vaasa Klemettilä,2024,11,8,16:00,6.5
Vaasa Klemettilä,2024,11,8,17:00,6.2
Vaasa Klemettilä,2024,11,8,21:00,5.2
Vaasa Klemettilä,2024,11,8,22:00,3.2
Vaasa Klemettilä,2024,11,8,23:00,3.3
Vaasa Klemettilä,2024,11,9,00:00,3.3
Vaasa Klemettilä,2024,11,9,11:00,2.6
Vaasa Klemettilä,2024,11,9,12:00,2.5
Vaasa Klemettilä,2024,11,9,13:00,4.5
Vaasa Klemettilä,2024,11,9,14:00,3.5
Vaasa Klemettilä,2024,11,9,15:00,3.1
Vaasa Klemettilä,2024,11,9,16:00,3.3
Vaasa Klemettilä,2024,11,9,17:00,2.7
Vaasa Klemettilä,2024,11,9,18:00,1.7
Vaasa Klemettilä,2024,11,9,19:00,1.9
Vaasa Klemettilä,2024,11,9,20:00,1.7
Vaasa Klemettilä,2024,11,9,21:00,1.8
Vaasa Klemettilä,2024,11,9,23:00,1.3
Vaasa Klemettilä,2024,11,10,00:00,0.8
Vaasa Klemettilä,2024,11,10,01:00,1
Vaasa Klemettilä,2024,11,10,02:00,2
Vaasa Klemettilä,2024,11,10,03:00,1.9
Vaasa Klemettilä,2024,11,10,04:00,2.1
Vaasa Klemettilä,2024,11,10,05:00,1.7
Vaasa Klemettilä,2024,11,10,06:00,1.8
Vaasa Klemettilä,2024,11,10,07:00,2.2
Vaasa Klemettilä,2024,11,10,08:00,1.9
Vaasa Klemettilä,2024,11,10,09:00,1.7
Vaasa Klemettilä,2024,11,10,10:00,1.4
Vaasa Klemettilä,2024,11,10,11:00,2
Vaasa Klemettilä,2024,11,10,12:00,2.2
Vaasa Klemettilä,2024,11,10,13:00,2.4
Vaasa Klemettilä,2024,11,10,14:00,2.2
Vaasa Klemettilä,2024,11,10,15:00,2.5
Vaasa Klemettilä,2024,11,10,16:00,3
Vaasa Klemettilä,2024,11,10,17:00,3.2
Vaasa Klemettilä,2024,11,10,18:00,3.3
Vaasa Klemettilä,2024,11,10,19:00,3
Vaasa Klemettilä,2024,11,10,20:00,2.4
Vaasa Klemettilä,2024,11,10,21:00,3.6
Vaasa Klemettilä,2024,11,10,22:00,4.1
Vaasa Klemettilä,2024,11,10,23:00,4.6
Vaasa Klemettilä,2024,11,11,00:00,4.6
Vaasa Klemettilä,2024,11,11,01:00,4.5
Vaasa Klemettilä,2024,11,11,02:00,4.4
Vaasa Klemettilä,2024,11,11,03:00,4.2
Vaasa Klemettilä,2024,11,11,04:00,4.3
Vaasa Klemettilä,2024,11,11,05:00,3.9
Vaasa Klemettilä,2024,11,11,06:00,4
Vaasa Klemettilä,2024,11,11,07:00,3.6
Vaasa Klemettilä,2024,11,11,08:00,3.5
Vaasa Klemettilä,2024,11,11,09:00,3.7
Vaasa Klemettilä,2024,11,11,10:00,3.7
Vaasa Klemettilä,2024,11,11,11:00,4.3
Vaasa Klemettilä,2024,11,11,12:00,3.6
Vaasa Klemettilä,2024,11,11,13:00,4.2
Vaasa Klemettilä,2024,11,11,14:00,4
Vaasa Klemettilä,2024,11,11,15:00,4.2
Vaasa Klemettilä,2024,11,11,16:00,4
Vaasa Klemettilä,2024,11,11,17:00,4.1
Vaasa Klemettilä,2024,11,11,18:00,3.7
Vaasa Klemettilä,2024,11,11,19:00,3.4
Vaasa Klemettilä,2024,11,11,20:00,3
Vaasa Klemettilä,2024,11,11,21:00,3.5
Vaasa Klemettilä,2024,11,11,22:00,3.4
Vaasa Klemettilä,2024,11,11,23:00,3.7
Vaasa Klemettilä,2024,11,12,00:00,3
Vaasa Klemettilä,2024,11,12,01:00,3.6
Vaasa Klemettilä,2024,11,12,02:00,2.7
Vaasa Klemettilä,2024,11,12,03:00,1.9
Vaasa Klemettilä,2024,11,12,04:00,2.7
Vaasa Klemettilä,2024,11,12,05:00,3.1
Vaasa Klemettilä,2024,11,12,06:00,2.8
Vaasa Klemettilä,2024,11,12,08:00,2.6
Vaasa Klemettilä,2024,11,12,10:00,3
Vaasa Klemettilä,2024,11,12,11:00,3.7
Vaasa Klemettilä,2024,11,12,12:00,3.2
Vaasa Klemettilä,2024,11,12,13:00,3.1
Vaasa Klemettilä,2024,11,12,14:00,3
Vaasa Klemettilä,2024,11,12,15:00,2.6
Vaasa Klemettilä,2024,11,12,16:00,2.2
Vaasa Klemettilä,2024,11,12,17:00,2.7
Vaasa Klemettilä,2024,11,12,18:00,2.9
Vaasa Klemettilä,2024,11,12,19:00,2.4
Vaasa Klemettilä,2024,11,12,20:00,2
Vaasa Klemettilä,2024,11,12,21:00,2.1
Vaasa Klemettilä,2024,11,12,22:00,2.5
Vaasa Klemettilä,2024,11,12,23:00,3.1
Vaasa Klemettilä,2024,11,13,00:00,4.2
Vaasa Klemettilä,2024,11,13,01:00,4.1
Vaasa Klemettilä,2024,11,13,02:00,3.9
Vaasa Klemettilä,2024,11,13,03:00,4.5
Vaasa Klemettilä,2024,11,13,04:00,4
Vaasa Klemettilä,2024,11,13,05:00,5.2
Vaasa Klemettilä,2024,11,13,07:00,6.9
Vaasa Klemettilä,2024,11,13,08:00,7.6
Vaasa Klemettilä,2024,11,13,11:00,7.3
Vaasa Klemettilä,2024,11,13,12:00,7.7
Vaasa Klemettilä,2024,11,13,13:00,7.5
Vaasa Klemettilä,2024,11,13,14:00,7.1
Vaasa Klemettilä,2024,11,14,00:00,7.3
Vaasa Klemettilä,2024,11,14,03:00,7.3
Vaasa Klemettilä,2024,11,14,04:00,7.6
Vaasa Klemettilä,2024,11,14,12:00,7.6
Vaasa Klemettilä,2024,11,15,00:00,6.2
Vaasa Klemettilä,2024,11,15,02:00,6.2
Vaasa Klemettilä,2024,11,15,04:00,3.6
Vaasa Klemettilä,2024,11,15,05:00,3.9
Vaasa Klemettilä,2024,11,15,06:00,4.3
Vaasa Klemettilä,2024,11,15,07:00,3.5
Vaasa Klemettilä,2024,11,15,08:00,3.3
Vaasa Klemettilä,2024,11,15,12:00,5.9
Vaasa Klemettilä,2024,11,15,14:00,5.9
Vaasa Klemettilä,2024,11,15,15:00,5.8
Vaasa Klemettilä,2024,11,15,16:00,5.2
Vaasa Klemettilä,2024,11,15,17:00,7.1
Vaasa Klemettilä,2024,11,15,18:00,7.5
Vaasa Klemettilä,2024,11,15,19:00,8.1
Vaasa Klemettilä,2024,11,15,20:00,6.3
Vaasa Klemettilä,2024,11,15,21:00,6.4
Vaasa Klemettilä,2024,11,15,22:00,5
Vaasa Klemettilä,2024,11,15,23:00,4.2
Vaasa Klemettilä,2024,11,16,00:00,4
Vaasa Klemettilä,2024,11,16,01:00,4.5
Vaasa Klemettilä,2024,11,16,02:00,5.1
Vaasa Klemettilä,2024,11,16,03:00,4.7
Vaasa Klemettilä,2024,11,16,04:00,4.9
Vaasa Klemettilä,2024,11,16,05:00,4.8
Vaasa Klemettilä,2024,11,16,06:00,4.4
Vaasa Klemettilä,2024,11,16,07:00,6.4
Vaasa Klemettilä,2024,11,16,08:00,7.9
Vaasa Klemettilä,2024,11,16,09:00,7.5
Vaasa Klemettilä,2024,11,16,10:00,7.2
Vaasa Klemettilä,2024,11,16,11:00,4.6
Vaasa Klemettilä,2024,11,16,12:00,5.9
Vaasa Klemettilä,2024,11,16,13:00,2.3
Vaasa Klemettilä,2024,11,16,14:00,3.8
Vaasa Klemettilä,2024,11,16,15:00,5.6
Vaasa Klemettilä,2024,11,16,16:00,6.5
Vaasa Klemettilä,2024,11,16,17:00,7.5
Vaasa Klemettilä,2024,11,16,18:00,8.1
Vaasa Klemettilä,2024,11,16,19:00,7.6
Vaasa Klemettilä,2024,11,16,20:00,5.9
Vaasa Klemettilä,2024,11,16,21:00,7.3
Vaasa Klemettilä,2024,11,16,22:00,6.8
Vaasa Klemettilä,2024,11,16,23:00,6.7
Vaasa Klemettilä,2024,11,17,00:00,5.9
Vaasa Klemettilä,2024,11,17,01:00,6.3
Vaasa Klemettilä,2024,11,17,02:00,3.6
Vaasa Klemettilä,2024,11,17,03:00,2.1
Vaasa Klemettilä,2024,11,17,04:00,3.6
Vaasa Klemettilä,2024,11,17,05:00,3.7
Vaasa Klemettilä,2024,11,17,06:00,3.3
Vaasa Klemettilä,2024,11,17,07:00,3.5
Vaasa Klemettilä,2024,11,17,08:00,3
Vaasa Klemettilä,2024,11,17,09:00,3.3
Vaasa Klemettilä,2024,11,17,10:00,4.2
Vaasa Klemettilä,2024,11,17,11:00,6.3
Vaasa Klemettilä,2024,11,17,12:00,5.1
Vaasa Klemettilä,2024,11,17,13:00,5.2
Vaasa Klemettilä,2024,11,17,14:00,4.9
Vaasa Klemettilä,2024,11,17,15:00,5.3
Vaasa Klemettilä,2024,11,17,16:00,4
Vaasa Klemettilä,2024,11,17,17:00,2.6
Vaasa Klemettilä,2024,11,17,18:00,1.7
Vaasa Klemettilä,2024,11,17,19:00,2
Vaasa Klemettilä,2024,11,17,20:00,2.4
Vaasa Klemettilä,2024,11,17,21:00,2.6
Vaasa Klemettilä,2024,11,17,22:00,1.7
Vaasa Klemettilä,2024,11,17,23:00,3.5
Vaasa Klemettilä,2024,11,18,00:00,5.8
Vaasa Klemettilä,2024,11,18,01:00,6.4
Vaasa Klemettilä,2024,11,18,02:00,6.8
Vaasa Klemettilä,2024,11,18,03:00,6.9
Vaasa Klemettilä,2024,11,18,04:00,6.2
Vaasa Klemettilä,2024,11,18,05:00,5.5
Vaasa Klemettilä,2024,11,18,06:00,4.8
Vaasa Klemettilä,2024,11,18,07:00,4.5
Vaasa Klemettilä,2024,11,18,08:00,4
Vaasa Klemettilä,2024,11,18,09:00,2.4
Vaasa Klemettilä,2024,11,18,10:00,2.1
Vaasa Klemettilä,2024,11,18,11:00,2.8
Vaasa Klemettilä,2024,11,18,12:00,3.3
Vaasa Klemettilä,2024,11,18,13:00,3.9
Vaasa Klemettilä,2024,11,18,14:00,3.6
Vaasa Klemettilä,2024,11,18,15:00,3.3
Vaasa Klemettilä,2024,11,18,16:00,3.1
Vaasa Klemettilä,2024,11,18,17:00,3.2
Vaasa Klemettilä,2024,11,18,18:00,4.7
Vaasa Klemettilä,2024,11,18,19:00,3.7
Vaasa Klemettilä,2024,11,18,20:00,2.6
Vaasa Klemettilä,2024,11,18,21:00,2.4
Vaasa Klemettilä,2024,11,18,22:00,2.6
Vaasa Klemettilä,2024,11,18,23:00,3
Vaasa Klemettilä,2024,11,19,00:00,2.4
Vaasa Klemettilä,2024,11,19,01:00,2.4
Vaasa Klemettilä,2024,11,19,02:00,2
Vaasa Klemettilä,2024,11,19,03:00,2.4
Vaasa Klemettilä,2024,11,19,04:00,2.8
Vaasa Klemettilä,2024,11,19,05:00,2.9
Vaasa Klemettilä,2024,11,19,06:00,2.5
Vaasa Klemettilä,2024,11,19,07:00,2.2
Vaasa Klemettilä,2024,11,19,08:00,3
Vaasa Klemettilä,2024,11,19,09:00,1.6
Vaasa Klemettilä,2024,11,19,10:00,1.4
Vaasa Klemettilä,2024,11,19,11:00,1.7
Vaasa Klemettilä,2024,11,19,12:00,1.3
Vaasa Klemettilä,2024,11,19,13:00,1.8
Vaasa Klemettilä,2024,11,19,14:00,1.2
Vaasa Klemettilä,2024,11,19,15:00,1.4
Vaasa Klemettilä,2024,11,19,16:00,1.4
Vaasa Klemettilä,2024,11,19,17:00,1.6
Vaasa Klemettilä,2024,11,19,18:00,2.1
Vaasa Klemettilä,2024,11,19,19:00,2
Vaasa Klemettilä,2024,11,19,20:00,2
Vaasa Klemettilä,2024,11,19,21:00,2.7
Vaasa Klemettilä,2024,11,19,22:00,2.2
Vaasa Klemettilä,2024,11,19,23:00,1.5
Vaasa Klemettilä,2024,11,20,00:00,2.4
Vaasa Klemettilä,2024,11,20,01:00,2.5
Vaasa Klemettilä,2024,11,20,02:00,2.4
Vaasa Klemettilä,2024,11,20,03:00,2.2
Vaasa Klemettilä,2024,11,20,04:00,2.1
Vaasa Klemettilä,2024,11,20,05:00,2.7
Vaasa Klemettilä,2024,11,20,06:00,2.6
Vaasa Klemettilä,2024,11,20,07:00,3.9
Vaasa Klemettilä,2024,11,20,08:00,3.7
Vaasa Klemettilä,2024,11,20,09:00,3.9
Vaasa Klemettilä,2024,11,20,10:00,4.3
Vaasa Klemettilä,2024,11,20,11:00,5.2
Vaasa Klemettilä,2024,11,20,12:00,4.9
Vaasa Klemettilä,2024,11,20,13:00,5.7
Vaasa Klemettilä,2024,11,20,14:00,6.2
Vaasa Klemettilä,2024,11,20,15:00,7.3
Vaasa Klemettilä,2024,11,20,16:00,8
Vaasa Klemettilä,2024,11,20,17:00,9
Vaasa Klemettilä,2024,11,20,18:00,9.2
Vaasa Klemettilä,2024,11,20,19:00,8.9
Vaasa Klemettilä,2024,11,20,20:00,9.4
Vaasa Klemettilä,2024,11,20,21:00,8.6
Vaasa Klemettilä,2024,11,20,22:00,9.6
Vaasa Klemettilä,2024,11,20,23:00,10.1
Vaasa Klemettilä,2024,11,21,00:00,9.7
Vaasa Klemettilä,2024,11,21,01:00,9.4
Vaasa Klemettilä,2024,11,21,02:00,11.2
Vaasa Klemettilä,2024,11,21,03:00,11.3
Vaasa Klemettilä,2024,11,21,04:00,11.1
Vaasa Klemettilä,2024,11,21,05:00,10.9
Vaasa Klemettilä,2024,11,21,06:00,11.1
Vaasa Klemettilä,2024,11,21,07:00,11
Vaasa Klemettilä,2024,11,21,08:00,9.7
Vaasa Klemettilä,2024,11,21,09:00,9.6
Vaasa Klemettilä,2024,11,21,10:00,9.1
Vaasa Klemettilä,2024,11,21,11:00,9
Vaasa Klemettilä,2024,11,21,12:00,8.9
Vaasa Klemettilä,2024,11,21,13:00,8.9
Vaasa Klemettilä,2024,11,21,14:00,8.7
Vaasa Klemettilä,2024,11,21,15:00,8.6
Vaasa Klemettilä,2024,11,21,16:00,8.3
Vaasa Klemettilä,2024,11,21,17:00,7.2
Vaasa Klemettilä,2024,11,21,18:00,6.9
Vaasa Klemettilä,2024,11,21,19:00,5.3
Vaasa Klemettilä,2024,11,21,20:00,4.5
Vaasa Klemettilä,2024,11,21,21:00,3.6
Vaasa Klemettilä,2024,11,21,22:00,3.2
Vaasa Klemettilä,2024,11,21,23:00,3.5
Vaasa Klemettilä,2024,11,22,00:00,3.6
Vaasa Klemettilä,2024,11,22,01:00,3.1
Vaasa Klemettilä,2024,11,22,02:00,3.3
Vaasa Klemettilä,2024,11,22,04:00,3.4
Vaasa Klemettilä,2024,11,22,05:00,3.3
Vaasa Klemettilä,2024,11,22,06:00,3.7
Vaasa Klemettilä,2024,11,22,07:00,3.5
Vaasa Klemettilä,2024,11,22,08:00,3.3
Vaasa Klemettilä,2024,11,22,09:00,3.1
Vaasa Klemettilä,2024,11,22,10:00,3.3
Vaasa Klemettilä,2024,11,22,11:00,2.8
Vaasa Klemettilä,2024,11,22,12:00,2.3
Vaasa Klemettilä,2024,11,22,13:00,1.8
Vaasa Klemettilä,2024,11,22,14:00,1.8
Vaasa Klemettilä,2024,11,22,15:00,1.7
Vaasa Klemettilä,2024,11,22,16:00,1.7
Vaasa Klemettilä,2024,11,22,17:00,2.3
Vaasa Klemettilä,2024,11,22,18:00,2.5
Vaasa Klemettilä,2024,11,22,19:00,2.1
Vaasa Klemettilä,2024,11,22,20:00,2.4
Vaasa Klemettilä,2024,11,22,21:00,2.1
Vaasa Klemettilä,2024,11,22,22:00,2.3
Vaasa Klemettilä,2024,11,22,23:00,3.7
Vaasa Klemettilä,2024,11,23,00:00,4
Vaasa Klemettilä,2024,11,23,01:00,3.6
Vaasa Klemettilä,2024,11,23,02:00,3.4
Vaasa Klemettilä,2024,11,23,03:00,2.8
Vaasa Klemettilä,2024,11,23,04:00,2.4
Vaasa Klemettilä,2024,11,23,05:00,1.3
Vaasa Klemettilä,2024,11,23,06:00,0.8
Vaasa Klemettilä,2024,11,23,07:00,1.9
Vaasa Klemettilä,2024,11,23,08:00,1.6
Vaasa Klemettilä,2024,11,23,09:00,1.5
Vaasa Klemettilä,2024,11,23,10:00,2.2
Vaasa Klemettilä,2024,11,23,11:00,1.9
Vaasa Klemettilä,2024,11,23,12:00,2.6
Vaasa Klemettilä,2024,11,23,13:00,3
Vaasa Klemettilä,2024,11,23,14:00,3.6
